id,mention,wp_title,ratio,ranking
Q15258347,salvini,Lino Salvini,0.631578947368421,6
Q3779458,salvini,Guido Salvini (giudice),0.4,7
Q3765734,salvini,Giorgio Salvini,0.5454545454545454,8
Q3763062,sto eurogol,Gianfranco De Laurentiis,0.2857142857142857,1
Q60607725,sto eurogol,Gianluca Gaetano,0.14814814814814814,2
Q3765580,sto eurogol,Giorgio Martino,0.3076923076923077,3
Q3831992,sto eurogol,Licia Nunez,0.18181818181818182,4
Q18201931,sto eurogol,Marko Rog,0.4,5
Q965846,sto eurogol,Alejandro Gómez,0.23076923076923078,6
Q517192,sto eurogol,Radja Nainggolan,0.2962962962962963,8
Q129700,sto eurogol,Mario Balotelli,0.3076923076923077,9
Q44420,juventini,Giovanni Trapattoni,0.2857142857142857,4
Q314440,juventini,Paulo Sousa,0.1,8
Q13865408,Kimmich,Joshua Kimmich,0.6666666666666666,0
Q55366763,Kimmich,Davide Frattesi,0.18181818181818182,2
Q43666,Kimmich,Thomas Müller (calciatore),0.06060606060606061,6
Q577384,Kimmich,Hans-Dieter Flick,0.25,8
Q57242914,Kimmich,Tommaso Pobega,0.19047619047619047,9
Q3666973,Sora Checca,Checco Durante,0.48,0
Q2806177,Sora Checca,Ezio Capuano,0.34782608695652173,2
Q752610,Sora Checca,Franca Valeri,0.3333333333333333,4
Q3749797,Sora Checca,Francesco Coccapieller,0.42424242424242425,6
Q55450,Sora Checca,Aldo Fabrizi,0.17391304347826086,8
Q114285,Sora Checca,Francesco De Gregori,0.12903225806451613,9
Q105076439,Blanco,Blanco (cantante),0.5217391304347826,1
Q11576,Blanco,Raúl González Blanco,0.46153846153846156,2
Q509644,Blanco,Griselda Blanco,0.5714285714285714,3
Q207644,Blanco,Cuauhtémoc Blanco,0.5217391304347826,4
Q958206,Blanco,Jorge Blanco,0.6666666666666666,5
Q313117,Blanco,Luis Carrero Blanco,0.48,6
Q818048,Blanco,Benny Blanco,0.6666666666666666,7
Q59915135,Blanco,Álex Blanco,0.7058823529411765,8
Q63676699,💩,ItsOkToCry,0.0,3
Q561186,Frits,Frits Bolkestein,0.47619047619047616,0
Q445891,Frits,Frits Thaulow,0.5555555555555556,1
Q972829,Frits,Frits Staal,0.625,2
Q188293,Frits,Frits Zernike,0.5555555555555556,3
Q1620112,Frits,Frits Smol,0.6666666666666666,4
Q1465270,Frits,Frits Lugt,0.6666666666666666,5
Q181503,Frits,Frits van den Berghe,0.4,6
Q280993,Frits,Frits Kuipers,0.5555555555555556,7
Q65279,Frits,Frits Clausen,0.5555555555555556,8
Q354529,AllegriOut,Massimiliano Allegri,0.4666666666666667,0
Q310813,AllegriOut,Luciano Spalletti,0.2962962962962963,2
Q11571,AllegriOut,Cristiano Ronaldo,0.2222222222222222,3
Q1398,maro gli,Publio Virgilio Marone,0.2,2
Q18978120,maro gli,Maro Itoje,0.4444444444444444,4
Q1092091,maro gli,Akaji Maro,0.3333333333333333,6
Q1283447,maro gli,Maro Joković,0.5,7
Q62435,billionari,Paul Scheerbart,0.24,0
Q20110,Francesco Totti,Francesco Totti,1.0,0
Q287186,Francesco Totti,Ilary Blasi,0.3076923076923077,6
Q250093,Francesco Totti,Marco Delvecchio,0.3225806451612903,8
Q3719608,leo,Edoardo Leo,0.2857142857142857,2
Q684794,leo,Leo Gullotta,0.26666666666666666,3
Q84571838,leo,Leo Gassmann,0.26666666666666666,5
Q3852630,leo,Maurizio Leo,0.26666666666666666,6
Q3830242,leo,Leo Chiosso,0.2857142857142857,7
Q1703610,leo,Leo Valiani,0.2857142857142857,8
Q25175945,leo,Léo Duarte,0.15384615384615385,9
Q190148,RENZO,Renzo Piano,0.125,0
Q1312821,RENZO,Renzo Arbore,0.11764705882352941,1
Q156769,RENZO,Renzo Montagnani,0.09523809523809523,2
Q373417,RENZO,Renzo Palmer,0.11764705882352941,4
Q2144453,RENZO,Renzo Bossi,0.125,7
Q438273,RENZO,Renzo De Felice,0.1,8
Q21484126,Lautaro,Lautaro Martínez,0.6086956521739131,0
Q453156,Lautaro,Lautaro,1.0,1
Q64009227,Lautaro,Lautaro Valenti,0.6363636363636364,6
Q369501,Lautaro,Lautaro Acosta,0.6666666666666666,7
Q21207636,Lautaro,Franco Lautaro Costa,0.5185185185185185,8
Q11860,Silvio Berlusconi,Silvio Berlusconi,1.0,0
Q940243,Silvio Berlusconi,Pier Silvio Berlusconi,0.8717948717948718,1
Q468797,Silvio Berlusconi,Marina Berlusconi,0.7058823529411765,5
Q2050307,Silvio Berlusconi,Paolo Berlusconi,0.7878787878787878,6
Q3634593,Silvio Berlusconi,Barbara Berlusconi,0.6285714285714286,8
Q193236,Gabriele,Gabriele D'Annunzio,0.5925925925925926,1
Q720749,Gabriele,Gabriele Amorth,0.6956521739130435,2
Q374467,Gabriele,Gabriele dell'Addolorata,0.5,4
Q558822,Gabriele,Gabriele Muccino,0.6666666666666666,5
Q55465,Gabriele,Gabriele Salvatores,0.5925925925925926,6
Q3756574,Gabriele,Gabriele Corsi,0.7272727272727273,7
Q3756675,Gabriele,Gabriele Rossi (attore),0.5161290322580645,8
Q74422681,Gabriele,Gabriele Procida,0.6666666666666666,9
Q30055335,Leão,Rafael Leão,0.5333333333333333,0
Q274872,Leão,Émerson Leão,0.5,2
Q940848,Leão,Nara Leão,0.6153846153846154,4
Q591529,Leão,Honório Carneiro Leão,0.32,8
Q340254,Buttateli,Achille Starace,0.25,0
Q531302,Acerbi,Francesco Acerbi,0.5454545454545454,0
Q3948184,Acerbi,Sandro Acerbo,0.5263157894736842,2
Q3941621,Acerbi,Rossella Acerbo,0.47619047619047616,4
Q55007624,Acerbi,Giuseppe Acerbi,0.5714285714285714,5
Q3106981,Acerbi,Giovanni Acerbi,0.5714285714285714,6
Q3839082,Acerbi,Ludovico Acerbi,0.5714285714285714,7
Q535483,Acerbi,Angelo Acerbi,0.631578947368421,9
Q1405,August D,Augusto,0.8,0
Q19559884,August D,August Ames,0.7368421052631579,2
Q52419251,August D,Augusta Montaruli,0.56,7
Q202209,Amato,Giuliano Amato,0.5263157894736842,1
Q3848276,Amato,Mario Amato,0.625,3
Q3756882,Amato,Gaetano Amato,0.5555555555555556,5
Q1528112,Amato,Giuseppe Amato,0.5263157894736842,6
Q3972345,Amato,Stefano Amato,0.5555555555555556,9
Q285543,Lady Frocia,Alessandra Mussolini,0.3225806451612903,0
Q3737628,Lady Frocia,Fabio Canino,0.2608695652173913,1
Q313316,Romelu,Romelu Lukaku,0.631578947368421,0
Q2011474,Romelu,Giuseppe Marotta (dirigente sportivo),0.09302325581395349,2
Q6298271,Romelu,João Mário,0.125,3
Q66363735,Romelu,Beto Betuncal,0.3157894736842105,5
Q13581225,DiMaio A,Luigi Di Maio,0.5714285714285714,0
Q86360347,DiMaio A,Salvatore Di Maio,0.48,1
Q1776713,DiMaio A,Sebastien De Maio,0.4,3
Q20056543,DiMaio A,Olimpia Di Maio,0.5217391304347826,4
Q3886406,DiMaio A,Oscar Di Maio (1959),0.5,5
Q3756973,DiMaio A,Gaetano Di Maio,0.5217391304347826,9
Q310307,Gonzaga,Luigi Gonzaga,0.7,1
Q715191,Gonzaga,Francesco II Gonzaga,0.5185185185185185,4
Q932200,Gonzaga,Federico II Gonzaga,0.5384615384615384,7
Q452580,Gonzaga,Vincenzo I Gonzaga,0.56,9
Q106727906,Cerciello Rega?,Mario Cerciello Rega,0.8,0
Q231891,hq,Yvonne Strahovski,0.10526315789473684,1
Q1116972,Francesca Sabatella,Luigi Sabatelli,0.5294117647058824,0
Q3757109,Francesca Sabatella,Gaetano Sabatelli,0.6111111111111112,1
Q223725,Francesca Sabatella,Francesco Hayez,0.5882352941176471,2
Q3838268,Francesca Sabatella,Luca Sabatelli,0.6666666666666666,4
Q15455021,Francesca Sabatella,Giuseppe Sabatelli,0.5405405405405406,7
Q929630,Basaglia,Franco Basaglia,0.6956521739130435,0
Q4015291,Basaglia,Vittorio Basaglia,0.64,3
Q19985115,Basaglia,Franco Rotelli,0.2727272727272727,4
Q584344,Basaglia,Franca Ongaro,0.38095238095238093,6
Q1522697,Basaglia,Maria Basaglia,0.7272727272727273,8
Q2110752,LESBICHE AGGREDITA,Mélanie Henique,0.06060606060606061,4
Q1744,LESBICHE AGGREDITA,Madonna (cantante),0.05555555555555555,5
Q1394,Lenin,Lenin,1.0,0
Q3830174,Lenin,Lenin Mancuso,0.5555555555555556,5
Q518626,Lenin,Lenín Moreno,0.47058823529411764,7
Q63676699,💦,ItsOkToCry,0.0,1
Q200261,Clark Kent?,Tom Welling,0.18181818181818182,8
Q332645,Foto Nicola Arcuri,Francesco Coco (calciatore),0.2222222222222222,0
Q188696,Foto Nicola Arcuri,Christian Vieri,0.12121212121212122,1
Q28529600,Foto Nicola Arcuri,Alberto Magliozzi,0.34285714285714286,4
Q434907,Foto Nicola Arcuri,Loredana Bertè,0.25,6
Q47563,Foto Nicola Arcuri,Matteo Renzi,0.26666666666666666,9
Q435962,Borboni,Paola Borboni,0.7,1
Q36234,Borboni,Carlo III di Spagna,0.15384615384615385,5
Q223293,Borboni,Filippo I di Parma,0.16,7
Q23707660,Borboni,Pietro Carlo Borboni,0.5185185185185185,8
Q312325,Borboni,Ferdinando I delle Due Sicilie,0.10810810810810811,9
Q5809,Guevara,Che Guevara,0.7777777777777778,0
Q102347123,Guevara,Izan Guevara,0.7368421052631579,2
Q42383726,Guevara,Ander Guevara,0.7,5
Q71232,Guevara,Monika Ertl,0.2222222222222222,6
Q60674329,Guevara,Sammy Guevara,0.7,8
Q25542310,nanon,Korapat Kirdpan,0.2,3
Q7742,nanon,Luigi XIV di Francia,0.16,6
Q726953,nanon,Joseph Boulogne Chevalier de Saint-George,0.17391304347826086,8
Q3847018,Gin Mare,Margit Evelyn Newton,0.2857142857142857,9
Q153688,Umberto,Umberto I di Savoia,0.5384615384615384,0
Q12807,Umberto,Umberto Eco,0.7777777777777778,2
Q187149,Umberto,Umberto II di Savoia,0.5185185185185185,3
Q967846,Umberto,Umberto Agnelli,0.6363636363636364,4
Q451312,Umberto,Umberto Saba,0.7368421052631579,5
Q365060,Umberto,Umberto Tozzi,0.7,6
Q4003398,Umberto,Umberto Galimberti,0.56,7
Q47832,Umberto,Umberto Bossi,0.7,8
Q119588,Umberto,Umberto Smaila,0.6666666666666666,9
Q16148978,Asensio,Marco Asensio,0.7,0
Q3268501,Asensio,Asensio Julià,0.7,2
Q5944233,Asensio,José Méndez Asensio,0.5384615384615384,4
Q8213971,Asensio,Florentino Asensio Barroso,0.42424242424242425,5
Q437174,Asensio,Matilde Asensi,0.5714285714285714,6
Q978509,Renato,Renato Zero,0.7058823529411765,0
Q736099,Renato,Renato Carosone,0.5714285714285714,2
Q2249024,Renato,Renato Vallanzasca,0.5,3
Q1009050,Renato,Renato Pozzetto,0.5714285714285714,4
Q1358406,Renato,Renato Curcio,0.631578947368421,5
Q381277,Renato,Renato Guttuso,0.6,6
Q697383,Renato,Renato Rascel,0.631578947368421,7
Q18394009,Renato,Renato Sanches,0.6,9
Q14752155,Pascale,Pedro Pascal,0.631578947368421,1
Q3620008,Pascale,Antonio Pascale,0.6363636363636364,2
Q1290,Pascale,Blaise Pascal,0.6,3
Q3896933,Pascale,Pascale Reynaud,0.6363636363636364,6
Q461321,Pascale,Pascale Petit,0.7,7
Q3767893,Pascale,Giovanni Pascale (oncologo),0.4117647058823529,8
Q24717798,Pascale,Michele De Pascale,0.56,9
Q16525974,alexa,Alexa Bliss,0.5,1
Q236520,alexa,Alexa Chung,0.5,3
Q63710339,alexa,Alexa Demie,0.5,6
Q237690,alexa,Alexa Davalos,0.4444444444444444,7
Q152555,alexa,Alexa Vega,0.5333333333333333,9
Q5046930,fc carson,Carson Fagan,0.47619047619047616,2
Q30120712,fc carson,Jesús Ferreira,0.17391304347826086,8
Q208425,fc carson,Michael Bradley (calciatore),0.2702702702702703,9
Q1056805,Cremonini,Cesare Cremonini (cantante),0.5,0
Q3839533,Cremonini,Luigi Cremonini,0.75,3
Q106582363,Cremonini,Davide Petrella,0.16666666666666666,5
Q936308,Cremonini,Cesare Cremonini (filosofo),0.5,7
Q56651175,Cremonini,Alessio Cremonini,0.6923076923076923,8
Q3847745,sto Ricchione,Mariano Apicella,0.3448275862068966,0
Q53836687,sto Ricchione,Vincenzo Ricchioni,0.6451612903225806,1
Q1970552,sto Ricchione,Salvo Lima,0.2608695652173913,3
Q1390708,sto Ricchione,Fabri Fibra,0.16666666666666666,5
Q3852721,Sarri,Maurizio Sarri,0.5263157894736842,0
Q18962,Sarri,Adrien Rabiot,0.2222222222222222,4
Q3810078,Sarri,Jorginho (calciatore 1991),0.12903225806451613,5
Q1237262,Sarri,Domenico Sarro,0.42105263157894735,8
Q16038719,Sarri,Egisto Sarri,0.5882352941176471,9
Q234147,Minigonna,Mary Quant,0.21052631578947367,3
Q257286,Minigonna,Meagan Good,0.3,6
Q230827,Minigonna,Jordana Brewster,0.24,8
Q483148,Minigonna,Michael Clarke Duncan,0.26666666666666666,9
Q78512,Un Asperger,Hans Asperger,0.8333333333333334,1
Q65932,Un Asperger,Anthony Hopkins,0.23076923076923078,8
Q60036307,mahmood,Mahmood,0.8571428571428571,0
Q105076439,mahmood,Blanco (cantante),0.16666666666666666,8
Q353983,blaine,David Blaine,0.5555555555555556,1
Q1570092,blaine,Hal Blaine,0.625,5
Q978990,blaine,Vivian Blaine,0.5263157894736842,7
Q23857033,Rosica,Giuseppe Rosica,0.5714285714285714,0
Q29478762,Rosica,Dragan Rosić,0.4444444444444444,6
Q16801059,Rosica,Lazar Rosić,0.47058823529411764,9
Q41871,Paul Newman,Paul Newman,1.0,0
Q232834,Paul Newman,Victoria Principal,0.20689655172413793,4
Q34012,Paul Newman,Marlon Brando,0.4166666666666667,8
Q3769272,Vacci,Giulia Innocenzi,0.2857142857142857,1
Q2494,Vacci,Papa Benedetto XVI,0.08695652173913043,3
Q294460,Vacci,Mario Draghi,0.23529411764705882,4
Q36303,Vacci,Talete,0.18181818181818182,6
Q1970552,Salvo,Salvo Lima,0.6666666666666666,1
Q604943,Salvo,Ignazio e Antonino Salvo,0.3448275862068966,2
Q3946299,Salvo,Salvo Sottile,0.5555555555555556,4
Q697274,Salvo,Salvo Randone,0.5555555555555556,6
Q1342909,Salvo,Albert DeSalvo,0.5263157894736842,7
Q3946049,Salvo,Salvatore Ficarra,0.45454545454545453,8
Q3016133,Dario Bressanini,Dario Bressanini,1.0,0
Q173169,Briatore,Flavio Briatore,0.6956521739130435,0
Q3723234,Briatore,Elisabetta Gregoraci,0.21428571428571427,4
Q10514,Briatore,Fernando Alonso,0.2608695652173913,6
Q3838924,Briatore,Lucio Presta,0.4,7
Q3765649,Briatore,Giorgio Panariello,0.23076923076923078,9
Q193506,Francesca Catone,Marco Porcio Catone Uticense,0.45454545454545453,0
Q1250075,Francesca Catone,Giampiero Catone,0.5,1
Q466048,Francesca Catone,Francesca da Rimini,0.6857142857142857,6
Q3028750,Francesca Catone,Dionisio Catone,0.5806451612903226,8
Q3903350,Francesca Catone,Piero Ricca,0.2962962962962963,9
Q556644,awakening,Jonathan Groff,0.2608695652173913,8
Q22046533,awakening,Daniel Durant,0.36363636363636365,9
Q223741,brian molko,Brian Molko,0.8181818181818182,0
Q342686,brian molko,Stefan Olsdal,0.3333333333333333,4
Q472419,darseli,Leopoldo Trieste,0.34782608695652173,0
Q882,darseli,Charlie Chaplin,0.36363636363636365,3
Q696152,darseli,Tiberio Murgia,0.09523809523809523,5
Q983069,darseli,Tano Cimarosa,0.3,8
Q27049064,Felix,João Félix,0.5333333333333333,2
Q153293,Felix,Felix Magath,0.5882352941176471,3
Q1621643,Felix,Miguel Ángel Félix Gallardo,0.25,4
Q4203,Felix,Felix Baumgartner,0.45454545454545453,5
Q59655808,Felix,Felix Mallard,0.5555555555555556,6
Q29032770,Felix,Félix Tshisekedi,0.38095238095238093,7
Q5799,Felix,Allyson Felix,0.5555555555555556,8
Q323961,Felix,Felix Silla,0.625,9
Q239024,Letizia,Letizia Moratti,0.6363636363636364,1
Q3831061,Letizia,Letizia Ciampa,0.6666666666666666,2
Q201589,Letizia,Letizia Ortiz,0.7,3
Q467911,Letizia,Letizia Battaglia,0.5833333333333334,4
Q3831063,Letizia,Letizia Scifoni,0.6363636363636364,5
Q3775988,Letizia,Grazia Letizia Veronese,0.4666666666666667,6
Q2265916,Letizia,Giuseppe Letizia,0.6086956521739131,7
Q16233340,Letizia,Gaetano Letizia,0.6363636363636364,8
Q27499263,Letizia,Letizia Paternoster,0.5384615384615384,9
Q45901,Henry,Thierry Henry,0.5555555555555556,1
Q295498,Henry,Henry Cavill,0.5882352941176471,2
Q172788,Henry,O. Henry,0.7692307692307693,3
Q3784980,Henry,Henry Moon,0.6666666666666666,4
Q152316,Henry,"Henry, duca di Sussex",0.38461538461538464,5
Q170509,Henry,Henry James,0.625,6
Q19155,Henry,Henry Fonda,0.625,8
Q310073,Henry,Mark Henry,0.6666666666666666,9
Q186485,Billy Crystal,Billy Crystal,1.0,0
Q311750,Billy Crystal,Penn Badgley,0.24,2
Q83338,Billy Crystal,Robin Williams,0.2962962962962963,3
Q9673,hamilton,Lewis Hamilton,0.6363636363636364,0
Q359416,hamilton,George Hamilton,0.6086956521739131,2
Q208214,hamilton,Linda Hamilton,0.6363636363636364,4
Q178903,hamilton,Alexander Hamilton,0.5384615384615384,5
Q234811,hamilton,Emma Hamilton,0.6666666666666666,6
Q234216,hamilton,Bethany Hamilton,0.6666666666666666,8
Q1347326,hamilton,Page Hamilton,0.6666666666666666,9
Q3720084,kyrgios,Nick Kyrgios,0.7368421052631579,0
Q3784554,kyrgios,Thanasi Kokkinakis,0.24,1
Q193661,kyrgios,Stan Wawrinka,0.1,3
Q21622022,kyrgios,Daniil Medvedev,0.09090909090909091,6
Q13990552,kyrgios,Alexander Zverev,0.08695652173913043,8
Q3608448,Angelica pansini,Alberto Milli,0.27586206896551724,0
Q81930978,Angelica pansini,Nicola Popolizio,0.1875,1
Q483771,Elijah,Elijah Wood,0.7058823529411765,0
Q345182,Elijah,Elijah Muhammad,0.5714285714285714,2
Q56423093,Elijah,Elijah Bryant,0.631578947368421,3
Q20708074,Elijah,Elijah Johnson,0.6,7
Q29388200,Elijah,Lil Peep,0.14285714285714285,8
Q3618924,Elia,Antonella Elia,0.4444444444444444,1
Q3660363,Elia,Carmine Elia,0.5,2
Q72717,Elia,Elia Kazan,0.5714285714285714,3
Q931556,Elia,Elia Viviani,0.5,4
Q201896,Elia,Eljero Elia,0.5333333333333333,5
Q16877609,Elia,Michele Mario Elia,0.36363636363636365,7
Q1328917,Elia,Elia Legati,0.5333333333333333,8
Q1384236,Elia,Leopoldo Elia,0.47058823529411764,9
Q427864,Complimenti,Piero Chiambretti,0.35714285714285715,6
Q3750632,Complimenti,Francesco Scali,0.23076923076923078,7
Q119593,lory,Lory Del Santo,0.3333333333333333,0
Q469548,lory,Bonnie Bianco,0.11764705882352941,1
Q3837143,lory,Loriana Lana,0.25,3
Q3385992,lory,Pierre Lory,0.4,6
Q540791,Nicole Minetti,Nicole Minetti,1.0,0
Q2855108,Nicole Minetti,Annalisa Minetti,0.6,2
Q4013983,Nicole Minetti,Virginia Raffaele,0.1935483870967742,3
Q1055001,Nicole Minetti,Emilio Fede,0.32,4
Q3830066,Nicole Minetti,Lele Mora,0.34782608695652173,5
Q1245660,Nicole Minetti,Raffaella Fico,0.21428571428571427,6
Q457826,Nicole Minetti,Licia Ronzulli,0.35714285714285715,8
Q664465,Nicole Minetti,Roberto Formigoni,0.1935483870967742,9
Q166389,Daniel,Daniel Day-Lewis,0.5454545454545454,4
Q84247209,Daniel,Daniel Maldini,0.6,5
Q38119,Daniel,Daniel Radcliffe,0.5454545454545454,6
Q58592,Daniel,Daniel Brühl,0.6666666666666666,9
Q180081,Catone,Marco Porcio Catone,0.48,0
Q193506,Catone,Marco Porcio Catone Uticense,0.35294117647058826,1
Q1250075,Catone,Giampiero Catone,0.5454545454545454,2
Q270591,Catone,Marzia (moglie di Catone),0.3870967741935484,5
Q10494,Prost,Alain Prost,0.625,0
Q10490,Prost,Ayrton Senna,0.23529411764705882,1
Q671886,Prost,Nicolas Prost,0.5555555555555556,5
Q726247,Franco Grillini,Franco Grillini,1.0,0
Q451992,Franco Grillini,Alba Parietti,0.35714285714285715,2
Q784785,Franco Grillini,Daniele Capezzone,0.25,6
Q1246175,Franco Grillini,Alfredo Ormando,0.26666666666666666,8
Q134183,Johnson,Magic Johnson,0.7,1
Q45923,Johnson,Aaron Taylor-Johnson,0.5185185185185185,2
Q2315802,Johnson,Dakota Johnson,0.6666666666666666,3
Q10738,Johnson,Dwayne Johnson,0.6666666666666666,4
Q267359,Johnson,Ashley Johnson,0.6666666666666666,5
Q9640,Johnson,Lyndon B. Johnson,0.5833333333333334,6
Q192133,Johnson,Robert Johnson,0.6666666666666666,7
Q180589,Johnson,Boris Johnson,0.7,9
Q1102536,Vergognosi,Melissa Satta,0.17391304347826086,0
Q485697,Vergognosi,Pepe (calciatore),0.14814814814814814,1
Q167546,Stronzetto,Lucio Dalla,0.09523809523809523,0
Q340239,Achille,Achille Occhetto,0.6086956521739131,1
Q21208625,Achille,Achille Lauro (cantante),0.45161290322580644,2
Q42323,Achille,Papa Pio XI,0.1111111111111111,3
Q340224,Achille,Achille Lauro,0.7,4
Q1056782,Achille,Achille Togliani,0.6086956521739131,7
Q340254,Achille,Achille Starace,0.6363636363636364,8
Q320738,Achille,Achille Campanile,0.5833333333333334,9
Q310034,Lucarelli,Cristiano Lucarelli,0.6428571428571429,0
Q3954946,Lucarelli,Selvaggia Lucarelli,0.6428571428571429,1
Q645390,Lucarelli,Carlo Lucarelli,0.75,2
Q611603,Lucarelli,Alessandro Lucarelli,0.6206896551724138,3
Q3703571,Lucarelli,Davide Lucarelli,0.72,5
Q109120807,Lucarelli,Raffaello Lucarelli,0.6428571428571429,6
Q15223741,Lucarelli,Ricardo Lucarelli,0.6923076923076923,8
Q4007889,Lucarelli,Valerio Lucarelli,0.6923076923076923,9
Q3938670,Renato rotto Sanchez,Roberto Ceccacci,0.3888888888888889,2
Q11459,Renato rotto Sanchez,Serena Williams,0.2857142857142857,5
Q376016,Renato rotto Sanchez,Adriano Sofri,0.24242424242424243,9
Q434479,Finocchio #Gay,Lino Banfi,0.3333333333333333,5
Q3763198,Finocchio #Gay,Gianluca Buonanno,0.1935483870967742,6
Q181219,Finocchio #Gay,Justin Fashanu,0.2857142857142857,8
Q2494,Ratzinger,Papa Benedetto XVI,0.14814814814814814,0
Q61907,Ratzinger,Georg Ratzinger (presbitero),0.4864864864864865,2
Q450675,Ratzinger,Papa Francesco,0.2608695652173913,6
Q66603,Ratzinger,Georg Ratzinger (politico),0.5142857142857142,8
Q270669,Melissa Etheridge,Melissa Etheridge,1.0,0
Q3666973,Checca Pavone,Checco Durante,0.5925925925925926,0
Q445698,Checca Pavone,Arisa,0.1111111111111111,4
Q2291,Checca Pavone,Totò,0.11764705882352941,7
Q319537,Checca Pavone,Gianni Morandi,0.2962962962962963,8
Q352159,steph,Stephen Curry,0.4444444444444444,0
Q10871,steph,Steph Houghton,0.42105263157894735,1
Q7192749,steph,Pieter-Steph du Toit,0.32,3
Q82547871,steph,Steph Branch,0.47058823529411764,4
Q44918315,steph,Stefano Bersola,0.2,5
Q2016662,steph,Steph Swainston,0.4,6
Q1042327,Carletto,Carlo Mazzone,0.47619047619047616,1
Q3658895,Carletto,Carletto Sposito,0.6666666666666666,3
Q323118,Carletto,Carletto Manzoni,0.6666666666666666,5
Q3638434,Carletto,Beppe Carletti,0.6363636363636364,6
Q16657956,Carletto,Carletto Gambarotta,0.5925925925925926,8
Q1440974,Carletto,Francesco Carletti,0.5384615384615384,9
Q3052772,Macron,Emmanuel Macron,0.5714285714285714,0
Q21511883,Macron,Brigitte Macron,0.5714285714285714,2
Q20020731,Macron,Élisabeth Borne,0.2857142857142857,6
Q40912,DROGATI.COMPLIMENTI,Frank Sinatra,0.0,0
Q469078,DROGATI.COMPLIMENTI,Rino Gaetano,0.12903225806451613,1
Q82222,DROGATI.COMPLIMENTI,Little Richard,0.06060606060606061,3
Q382250,leorio,DJ Lethal,0.13333333333333333,6
Q3851222,leorio,Massimo De Ambrosis,0.24,8
Q26972358,Luché,Luchè,0.8,0
Q89477488,Luché,Geolier,0.0,5
Q62019509,Luché,Lazza,0.2,8
Q100663057,Luché,CoCo (cantante),0.1,9
Q3707183,Cionci,Diego Fusaro,0.2222222222222222,1
Q43963,Cionci,Jack lo squartatore,0.08,8
Q1130290,Cionci,Enzo Bianchi,0.4444444444444444,9
Q1121457,Giulia Musso,Giulio Musso,0.9166666666666666,0
Q1133484,Giulia Musso,Cornelio Musso,0.6153846153846154,6
Q133313,IL DIRITTO DI VEDERMI,Jake Gyllenhaal,0.05555555555555555,0
Q9439,IL DIRITTO DI VEDERMI,Vittoria del Regno Unito,0.13333333333333333,1
Q9358,IL DIRITTO DI VEDERMI,Friedrich Nietzsche,0.05,4
Q212657,IL DIRITTO DI VEDERMI,Artemisia Gentileschi,0.047619047619047616,5
Q7315,IL DIRITTO DI VEDERMI,Pëtr Il'ič Čajkovskij,0.09523809523809523,8
Q2832329,IL DIRITTO DI VEDERMI,Aldo Schiavone,0.05714285714285714,9
Q3703286,Parenzo,David Parenzo,0.7,1
Q3665491,Parenzo,Cesare Parenzo,0.6666666666666666,2
Q3948266,Parenzo,Sandro Parenzo,0.6666666666666666,3
Q3770375,Parenzo,Giuseppe Cruciani,0.16666666666666666,6
Q7747,pro putin,Vladimir Putin,0.5217391304347826,0
Q6680716,pro putin,Lorenzo Fontana,0.4166666666666667,1
Q82110,pro putin,Steven Seagal,0.09090909090909091,6
Q342698,pro putin,Mircea Lucescu,0.2608695652173913,8
Q270529,pro putin,Evgenij Maksimovič Primakov,0.1111111111111111,9
Q699597,Zelenski,Tadeusz Boy-Żeleński,0.42857142857142855,2
Q3874799,Zelenski,Volodymyr Zelens'kyj,0.5,3
Q460876,pompinaro,Lenny Bruce,0.2,1
Q303,Elvis,Elvis Presley,0.5555555555555556,0
Q237324,Elvis,Lisa Marie Presley,0.17391304347826086,3
Q533864,Elvis,Colonnello Tom Parker,0.07692307692307693,4
Q206939,Elvis,Elvis Costello,0.5263157894736842,7
Q234773,Elvis,Priscilla Presley,0.18181818181818182,9
Q3192187,Koulibaly,Kalidou Koulibaly,0.6923076923076923,0
Q16147481,Koulibaly,Amir Rrahmani,0.18181818181818182,4
Q14831282,Koulibaly,Giovanni Di Lorenzo (calciatore),0.1951219512195122,6
Q312308,Totò Riina,Salvatore Riina,0.56,0
Q26972573,Totò Riina,Gaetano Riina,0.6086956521739131,1
Q3956091,Totò Riina,Sergio De Caprio,0.23076923076923078,6
Q1065148,Totò Riina,Leoluca Bagarella,0.2222222222222222,7
Q2758498,Totò Riina,Calogero Bagarella,0.21428571428571427,9
Q43727,Dirà,Papa Leone XII,0.0,2
Q60792119,Dirà,Marko Đira,0.2857142857142857,4
Q977624,UN PADRE SINGLE E,Daniel Espinosa,0.1875,3
Q162492,UN PADRE SINGLE E,Colin Firth,0.07142857142857142,7
Q80823,Anna,Anna Bolena,0.5333333333333333,1
Q466705,Anna,Anna Falchi,0.5333333333333333,2
Q3617651,Anna,Anna Ammirati,0.47058823529411764,3
Q131240,Anna,Anna Stepanovna Politkovskaja,0.24242424242424243,4
Q87830418,Anna,Anna (rapper),0.47058823529411764,5
Q238061,Anna,Anna Oxa,0.6666666666666666,6
Q784759,Anna,Anna O.,0.7272727272727273,7
Q48261,Anna,Anna Tatangelo,0.4444444444444444,8
Q2653134,Anna,Anna Mazzamauro,0.42105263157894735,9
Q1035,Darwin,Charles Darwin,0.6,0
